INFO:root:9;19.085835218429565;86855
INFO:root:7;19.185848236083984;87074
INFO:root:5;19.225855588912964;88635
INFO:root:2;19.258859395980835;88834
INFO:root:8;19.264362573623657;88239
INFO:root:0;19.295357942581177;87944
INFO:root:3;20.780760526657104;86538
INFO:root:2;20.94777774810791;88143
INFO:root:8;20.9557785987854;88307
INFO:root:9;20.977782726287842;88117
INFO:root:7;20.981784343719482;89091
INFO:root:1;20.995782375335693;87810
INFO:root:10;20.991787433624268;88100
INFO:root:0;21.005785703659058;87921
INFO:root:6;20.999787092208862;87792
INFO:root:4;21.006784200668335;89354
